match_id,set,rally_number,scoring_team,conceding_team,score_type,player_score
2024_VNL_FRA_vs_ITA,3,34,France,Italy,block_zone4,Seddik
2024_VNL_FRA_vs_ITA,3,35,Italy,France,attack_zone4,Michieletto
2024_VNL_FRA_vs_ITA,3,36,France,Italy,attack_zone4,Patry
2024_VNL_FRA_vs_ITA,3,37,France,Italy,attack_zone4,Clevenot
2024_VNL_FRA_vs_ITA,3,38,Italy,France,attack_zone3,Russo
2024_VNL_FRA_vs_ITA,3,39,France,Italy,block_zone3,Clevenot
2024_VNL_FRA_vs_ITA,3,40,France,Italy,error_zone2,NA
2024_VNL_FRA_vs_ITA,3,41,Italy,France,attack_zone2,Romano
2024_VNL_FRA_vs_ITA,3,42,Italy,France,attack_zone6,Michieletto
2024_VNL_FRA_vs_ITA,3,43,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,3,44,Italy,France,error_zone1,NA
2024_VNL_FRA_vs_ITA,3,45,France,Italy,attack_zone2,Clevenot
2024_VNL_FRA_vs_ITA,3,46,Italy,France,attack_zone6,Michieletto
2024_VNL_FRA_vs_ITA,3,47,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,3,47,France,Italy,serve_ace,Le Goff
2024_VNL_FRA_vs_ITA,4,1,Italy,France,attack_zone3,Russo
2024_VNL_FRA_vs_ITA,4,2,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,4,3,Italy,France,attack_zone6,Lavia
2024_VNL_FRA_vs_ITA,4,4,Italy,France,attack_zone4,Lavia
2024_VNL_FRA_vs_ITA,4,5,France,Italy,block_zone2,Le Goff
2024_VNL_FRA_vs_ITA,4,6,France,Italy,error_zone4,NA
2024_VNL_FRA_vs_ITA,4,7,France,Italy,error_zone4,NA
2024_VNL_FRA_vs_ITA,4,8,Italy,France,attack_zone2,Lavia
2024_VNL_FRA_vs_ITA,4,9,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,4,10,Italy,France,attack_zone3,Galassi
2024_VNL_FRA_vs_ITA,4,11,Italy,France,attack_zone2,Lavia
2024_VNL_FRA_vs_ITA,4,12,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,4,13,Italy,France,attack_zone3,Galassi
2024_VNL_FRA_vs_ITA,4,14,France,Italy,attack_zone2,Patry
2024_VNL_FRA_vs_ITA,4,15,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,4,16,France,Italy,attack_zone3,Le Goff
2024_VNL_FRA_vs_ITA,4,17,Italy,France,attack_zone4,Michieletto
2024_VNL_FRA_vs_ITA,4,18,France,Italy,attack_zone4,Clevenot
2024_VNL_FRA_vs_ITA,4,19,Italy,France,attack_zone6,Lavia
2024_VNL_FRA_vs_ITA,4,20,France,Italy,attack_zone3,Le Goff
2024_VNL_FRA_vs_ITA,4,21,Italy,France,block_zone2,Russo
2024_VNL_FRA_vs_ITA,4,22,Italy,France,error_zone4,NA
2024_VNL_FRA_vs_ITA,4,23,France,Italy,attack_zone4,Tillie
2024_VNL_FRA_vs_ITA,4,24,Italy,France,attack_zone2,Bovolenta
2024_VNL_FRA_vs_ITA,4,25,Italy,France,attack_zone3,Galassi
2024_VNL_FRA_vs_ITA,4,26,Italy,France,block_zone3,Galassi
2024_VNL_FRA_vs_ITA,4,27,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,4,28,Italy,France,attack_zone4,Lavia
2024_VNL_FRA_vs_ITA,4,29,France,Italy,attack_zone3,Seddik
2024_VNL_FRA_vs_ITA,4,30,Italy,France,attack_zone2,Bovolenta
2024_VNL_FRA_vs_ITA,4,31,France,Italy,attack_zone3,Le Goff
2024_VNL_FRA_vs_ITA,4,32,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,4,33,Italy,France,attack_zone6,Lavia
2024_VNL_FRA_vs_ITA,4,34,Italy,France,error_zone2,NA
2024_VNL_FRA_vs_ITA,4,35,Italy,France,block_zone3,Russo
2024_VNL_FRA_vs_ITA,4,36,France,Italy,error_zone4,NA
2024_VNL_FRA_vs_ITA,4,37,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,4,38,Italy,France,block_zone2,Russo
2024_VNL_FRA_vs_ITA,4,39,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,4,40,France,Italy,error_zone4,NA
2024_VNL_FRA_vs_ITA,4,41,Italy,France,attack_zone4,Lavia
2024_VNL_FRA_vs_ITA,4,42,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,4,43,France,Italy,block_zone2,Louati
2024_VNL_FRA_vs_ITA,4,44,Italy,France,attack_zone4,Lavia
2024_VNL_FRA_vs_ITA,5,1,France,Italy,attack_zone4,Louati
2024_VNL_FRA_vs_ITA,5,2,France,Italy,block_zone4,Patry
2024_VNL_FRA_vs_ITA,5,3,Italy,France,attack_zone4,Lavia
2024_VNL_FRA_vs_ITA,5,4,France,Italy,attack_zone3,Seddik
2024_VNL_FRA_vs_ITA,5,5,France,Italy,serve_ace,Louati
2024_VNL_FRA_vs_ITA,5,6,France,Italy,block_zone3,Clevenot
2024_VNL_FRA_vs_ITA,5,7,Italy,France,attack_zone2,Bovolenta
2024_VNL_FRA_vs_ITA,5,8,France,Italy,error_zone4,NA
2024_VNL_FRA_vs_ITA,5,9,France,Italy,attack_zone4,Clevenot
2024_VNL_FRA_vs_ITA,5,10,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,5,11,France,Italy,attack_zone6,Louati
2024_VNL_FRA_vs_ITA,5,12,France,Italy,error_zone2,NA
2024_VNL_FRA_vs_ITA,5,13,Italy,France,serve_error,NA
2024_VNL_FRA_vs_ITA,5,14,Italy,France,attack_zone4,Michieletto
2024_VNL_FRA_vs_ITA,5,15,Italy,France,attack_zone4,Michieletto
2024_VNL_FRA_vs_ITA,5,16,France,Italy,serve_error,NA
2024_VNL_FRA_vs_ITA,5,17,France,Italy,attack_zone2,Faure
2024_VNL_FRA_vs_ITA,5,18,France,Italy,block_zone4,Louati
2024_VNL_FRA_vs_ITA,5,19,Italy,France,attack_zone3,Russo
2024_VNL_FRA_vs_ITA,5,20,France,Italy,attack_zone4,Louati
2024_VNL_FRA_vs_ITA,5,21,France,Italy,error_zone4,NA
2024_VNL_FRA_vs_ITA,5,22,Italy,France,attack_zone4,Michieletto
2024_VNL_FRA_vs_ITA,5,23,Italy,France,attack_zone4,Lavia
2024_VNL_FRA_vs_ITA,5,24,Italy,France,serve_ace,Michieletto
2024_VNL_FRA_vs_ITA,5,25,France,Italy,attack_zone2,Faure
